,avg_drop,avg_gross,best_gross,best_movie,best_pcttotal,month,month_name,num_movies,pctyr_totalgross,total_tickets,year
1293,-46.2%,$73.8,$334.2,Alice in Wonderland,34.8%,12,MARCH,13,9.6%,$959.0,2010
1294,-43.8%,$62.9,$128.0,Shutter Island,20.3%,12,FEBRUARY,10,6.3%,$629.4,2010
1295,-51.0%,$35.9,$94.8,The Book of Eli,22.0%,12,JANUARY,12,4.3%,$430.5,2010
1296,-4.3%,$83.8,$209.4,Mission: Impossible 4,20.8%,1,DECEMBER,12,10.4%,"$1,005.0",2011
1297,-50.4%,$86.2,$281.3,Breaking Dawn Part 1,32.6%,1,NOVEMBER,10,8.9%,$862.3,2011
1298,-46.6%,$44.7,$149.3,Puss in Boots,27.8%,1,OCTOBER,12,5.6%,$536.9,2011
1299,-47.1%,$32.5,$94.2,The Lion King (in 3D),16.1%,1,SEPTEMBER,18,6.1%,$584.2,2011
1300,-48.1%,$48.8,$176.8,Rise of the Planet of the Apes,25.9%,1,AUGUST,14,7.1%,$683.7,2011
1301,-48.4%,$111.3,$381.0,Harry Potter / Deathly Hallows (P2),31.1%,1,JULY,11,12.7%,"$1,224.1",2011
1302,-53.5%,$117.6,$352.4,Transformers 3,30.0%,1,JUNE,10,12.2%,"$1,175.6",2011
1303,-51.2%,$139.6,$254.5,The Hangover Part II,22.8%,1,MAY,8,11.6%,"$1,116.4",2011
1304,-49.7%,$50.6,$209.8,Fast Five,23.0%,1,APRIL,18,9.4%,$911.0,2011
1305,-44.5%,$52.3,$123.5,Rango,19.7%,1,MARCH,12,6.5%,$627.1,2011
1306,-44.9%,$51.7,$103.0,Just Go With It,18.1%,1,FEBRUARY,11,5.9%,$568.5,2011
1307,-49.3%,$38.5,$98.8,The Green Hornet,28.5%,1,JANUARY,9,3.6%,$346.2,2011
1308,-4.3%,$83.8,$209.4,Mission: Impossible 4,20.8%,2,DECEMBER,12,10.4%,"$1,005.0",2011
1309,-50.4%,$86.2,$281.3,Breaking Dawn Part 1,32.6%,2,NOVEMBER,10,8.9%,$862.3,2011
1310,-46.6%,$44.7,$149.3,Puss in Boots,27.8%,2,OCTOBER,12,5.6%,$536.9,2011
1311,-47.1%,$32.5,$94.2,The Lion King (in 3D),16.1%,2,SEPTEMBER,18,6.1%,$584.2,2011
1312,-48.1%,$48.8,$176.8,Rise of the Planet of the Apes,25.9%,2,AUGUST,14,7.1%,$683.7,2011
1313,-48.4%,$111.3,$381.0,Harry Potter / Deathly Hallows (P2),31.1%,2,JULY,11,12.7%,"$1,224.1",2011
1314,-53.5%,$117.6,$352.4,Transformers 3,30.0%,2,JUNE,10,12.2%,"$1,175.6",2011
1315,-51.2%,$139.6,$254.5,The Hangover Part II,22.8%,2,MAY,8,11.6%,"$1,116.4",2011
1316,-49.7%,$50.6,$209.8,Fast Five,23.0%,2,APRIL,18,9.4%,$911.0,2011
1317,-44.5%,$52.3,$123.5,Rango,19.7%,2,MARCH,12,6.5%,$627.1,2011
1318,-44.9%,$51.7,$103.0,Just Go With It,18.1%,2,FEBRUARY,11,5.9%,$568.5,2011
1319,-49.3%,$38.5,$98.8,The Green Hornet,28.5%,2,JANUARY,9,3.6%,$346.2,2011
1320,-4.3%,$83.8,$209.4,Mission: Impossible 4,20.8%,3,DECEMBER,12,10.4%,"$1,005.0",2011
1321,-50.4%,$86.2,$281.3,Breaking Dawn Part 1,32.6%,3,NOVEMBER,10,8.9%,$862.3,2011
1322,-46.6%,$44.7,$149.3,Puss in Boots,27.8%,3,OCTOBER,12,5.6%,$536.9,2011
1323,-47.1%,$32.5,$94.2,The Lion King (in 3D),16.1%,3,SEPTEMBER,18,6.1%,$584.2,2011
1324,-48.1%,$48.8,$176.8,Rise of the Planet of the Apes,25.9%,3,AUGUST,14,7.1%,$683.7,2011
1325,-48.4%,$111.3,$381.0,Harry Potter / Deathly Hallows (P2),31.1%,3,JULY,11,12.7%,"$1,224.1",2011
1326,-53.5%,$117.6,$352.4,Transformers 3,30.0%,3,JUNE,10,12.2%,"$1,175.6",2011
1327,-51.2%,$139.6,$254.5,The Hangover Part II,22.8%,3,MAY,8,11.6%,"$1,116.4",2011
1328,-49.7%,$50.6,$209.8,Fast Five,23.0%,3,APRIL,18,9.4%,$911.0,2011
1329,-44.5%,$52.3,$123.5,Rango,19.7%,3,MARCH,12,6.5%,$627.1,2011
1330,-44.9%,$51.7,$103.0,Just Go With It,18.1%,3,FEBRUARY,11,5.9%,$568.5,2011
1331,-49.3%,$38.5,$98.8,The Green Hornet,28.5%,3,JANUARY,9,3.6%,$346.2,2011
1332,-4.3%,$83.8,$209.4,Mission: Impossible 4,20.8%,4,DECEMBER,12,10.4%,"$1,005.0",2011
1333,-50.4%,$86.2,$281.3,Breaking Dawn Part 1,32.6%,4,NOVEMBER,10,8.9%,$862.3,2011
1334,-46.6%,$44.7,$149.3,Puss in Boots,27.8%,4,OCTOBER,12,5.6%,$536.9,2011
1335,-47.1%,$32.5,$94.2,The Lion King (in 3D),16.1%,4,SEPTEMBER,18,6.1%,$584.2,2011
1336,-48.1%,$48.8,$176.8,Rise of the Planet of the Apes,25.9%,4,AUGUST,14,7.1%,$683.7,2011
1337,-48.4%,$111.3,$381.0,Harry Potter / Deathly Hallows (P2),31.1%,4,JULY,11,12.7%,"$1,224.1",2011
1338,-53.5%,$117.6,$352.4,Transformers 3,30.0%,4,JUNE,10,12.2%,"$1,175.6",2011
1339,-51.2%,$139.6,$254.5,The Hangover Part II,22.8%,4,MAY,8,11.6%,"$1,116.4",2011
1340,-49.7%,$50.6,$209.8,Fast Five,23.0%,4,APRIL,18,9.4%,$911.0,2011
1341,-44.5%,$52.3,$123.5,Rango,19.7%,4,MARCH,12,6.5%,$627.1,2011
1342,-44.9%,$51.7,$103.0,Just Go With It,18.1%,4,FEBRUARY,11,5.9%,$568.5,2011
1343,-49.3%,$38.5,$98.8,The Green Hornet,28.5%,4,JANUARY,9,3.6%,$346.2,2011
1344,-4.3%,$83.8,$209.4,Mission: Impossible 4,20.8%,5,DECEMBER,12,10.4%,"$1,005.0",2011
1345,-50.4%,$86.2,$281.3,Breaking Dawn Part 1,32.6%,5,NOVEMBER,10,8.9%,$862.3,2011
1346,-46.6%,$44.7,$149.3,Puss in Boots,27.8%,5,OCTOBER,12,5.6%,$536.9,2011
1347,-47.1%,$32.5,$94.2,The Lion King (in 3D),16.1%,5,SEPTEMBER,18,6.1%,$584.2,2011
1348,-48.1%,$48.8,$176.8,Rise of the Planet of the Apes,25.9%,5,AUGUST,14,7.1%,$683.7,2011
1349,-48.4%,$111.3,$381.0,Harry Potter / Deathly Hallows (P2),31.1%,5,JULY,11,12.7%,"$1,224.1",2011
1350,-53.5%,$117.6,$352.4,Transformers 3,30.0%,5,JUNE,10,12.2%,"$1,175.6",2011
1351,-51.2%,$139.6,$254.5,The Hangover Part II,22.8%,5,MAY,8,11.6%,"$1,116.4",2011
1352,-49.7%,$50.6,$209.8,Fast Five,23.0%,5,APRIL,18,9.4%,$911.0,2011
1353,-44.5%,$52.3,$123.5,Rango,19.7%,5,MARCH,12,6.5%,$627.1,2011
1354,-44.9%,$51.7,$103.0,Just Go With It,18.1%,5,FEBRUARY,11,5.9%,$568.5,2011
1355,-49.3%,$38.5,$98.8,The Green Hornet,28.5%,5,JANUARY,9,3.6%,$346.2,2011
1356,-4.3%,$83.8,$209.4,Mission: Impossible 4,20.8%,6,DECEMBER,12,10.4%,"$1,005.0",2011
1357,-50.4%,$86.2,$281.3,Breaking Dawn Part 1,32.6%,6,NOVEMBER,10,8.9%,$862.3,2011
1358,-46.6%,$44.7,$149.3,Puss in Boots,27.8%,6,OCTOBER,12,5.6%,$536.9,2011
1359,-47.1%,$32.5,$94.2,The Lion King (in 3D),16.1%,6,SEPTEMBER,18,6.1%,$584.2,2011
1360,-48.1%,$48.8,$176.8,Rise of the Planet of the Apes,25.9%,6,AUGUST,14,7.1%,$683.7,2011
1361,-48.4%,$111.3,$381.0,Harry Potter / Deathly Hallows (P2),31.1%,6,JULY,11,12.7%,"$1,224.1",2011
1362,-53.5%,$117.6,$352.4,Transformers 3,30.0%,6,JUNE,10,12.2%,"$1,175.6",2011
1363,-51.2%,$139.6,$254.5,The Hangover Part II,22.8%,6,MAY,8,11.6%,"$1,116.4",2011
1364,-49.7%,$50.6,$209.8,Fast Five,23.0%,6,APRIL,18,9.4%,$911.0,2011
1365,-44.5%,$52.3,$123.5,Rango,19.7%,6,MARCH,12,6.5%,$627.1,2011
1366,-44.9%,$51.7,$103.0,Just Go With It,18.1%,6,FEBRUARY,11,5.9%,$568.5,2011
1367,-49.3%,$38.5,$98.8,The Green Hornet,28.5%,6,JANUARY,9,3.6%,$346.2,2011
1368,-4.3%,$83.8,$209.4,Mission: Impossible 4,20.8%,7,DECEMBER,12,10.4%,"$1,005.0",2011
1369,-50.4%,$86.2,$281.3,Breaking Dawn Part 1,32.6%,7,NOVEMBER,10,8.9%,$862.3,2011
1370,-46.6%,$44.7,$149.3,Puss in Boots,27.8%,7,OCTOBER,12,5.6%,$536.9,2011
1371,-47.1%,$32.5,$94.2,The Lion King (in 3D),16.1%,7,SEPTEMBER,18,6.1%,$584.2,2011
1372,-48.1%,$48.8,$176.8,Rise of the Planet of the Apes,25.9%,7,AUGUST,14,7.1%,$683.7,2011
1373,-48.4%,$111.3,$381.0,Harry Potter / Deathly Hallows (P2),31.1%,7,JULY,11,12.7%,"$1,224.1",2011
1374,-53.5%,$117.6,$352.4,Transformers 3,30.0%,7,JUNE,10,12.2%,"$1,175.6",2011
1375,-51.2%,$139.6,$254.5,The Hangover Part II,22.8%,7,MAY,8,11.6%,"$1,116.4",2011
1376,-49.7%,$50.6,$209.8,Fast Five,23.0%,7,APRIL,18,9.4%,$911.0,2011
1377,-44.5%,$52.3,$123.5,Rango,19.7%,7,MARCH,12,6.5%,$627.1,2011
1378,-44.9%,$51.7,$103.0,Just Go With It,18.1%,7,FEBRUARY,11,5.9%,$568.5,2011
1379,-49.3%,$38.5,$98.8,The Green Hornet,28.5%,7,JANUARY,9,3.6%,$346.2,2011
1380,-4.3%,$83.8,$209.4,Mission: Impossible 4,20.8%,8,DECEMBER,12,10.4%,"$1,005.0",2011
1381,-50.4%,$86.2,$281.3,Breaking Dawn Part 1,32.6%,8,NOVEMBER,10,8.9%,$862.3,2011
1382,-46.6%,$44.7,$149.3,Puss in Boots,27.8%,8,OCTOBER,12,5.6%,$536.9,2011
1383,-47.1%,$32.5,$94.2,The Lion King (in 3D),16.1%,8,SEPTEMBER,18,6.1%,$584.2,2011
1384,-48.1%,$48.8,$176.8,Rise of the Planet of the Apes,25.9%,8,AUGUST,14,7.1%,$683.7,2011
1385,-48.4%,$111.3,$381.0,Harry Potter / Deathly Hallows (P2),31.1%,8,JULY,11,12.7%,"$1,224.1",2011
1386,-53.5%,$117.6,$352.4,Transformers 3,30.0%,8,JUNE,10,12.2%,"$1,175.6",2011
1387,-51.2%,$139.6,$254.5,The Hangover Part II,22.8%,8,MAY,8,11.6%,"$1,116.4",2011
1388,-49.7%,$50.6,$209.8,Fast Five,23.0%,8,APRIL,18,9.4%,$911.0,2011
1389,-44.5%,$52.3,$123.5,Rango,19.7%,8,MARCH,12,6.5%,$627.1,2011
1390,-44.9%,$51.7,$103.0,Just Go With It,18.1%,8,FEBRUARY,11,5.9%,$568.5,2011
1391,-49.3%,$38.5,$98.8,The Green Hornet,28.5%,8,JANUARY,9,3.6%,$346.2,2011
1392,-4.3%,$83.8,$209.4,Mission: Impossible 4,20.8%,9,DECEMBER,12,10.4%,"$1,005.0",2011
1393,-50.4%,$86.2,$281.3,Breaking Dawn Part 1,32.6%,9,NOVEMBER,10,8.9%,$862.3,2011
1394,-46.6%,$44.7,$149.3,Puss in Boots,27.8%,9,OCTOBER,12,5.6%,$536.9,2011
1395,-47.1%,$32.5,$94.2,The Lion King (in 3D),16.1%,9,SEPTEMBER,18,6.1%,$584.2,2011
1396,-48.1%,$48.8,$176.8,Rise of the Planet of the Apes,25.9%,9,AUGUST,14,7.1%,$683.7,2011
1397,-48.4%,$111.3,$381.0,Harry Potter / Deathly Hallows (P2),31.1%,9,JULY,11,12.7%,"$1,224.1",2011
1398,-53.5%,$117.6,$352.4,Transformers 3,30.0%,9,JUNE,10,12.2%,"$1,175.6",2011
1399,-51.2%,$139.6,$254.5,The Hangover Part II,22.8%,9,MAY,8,11.6%,"$1,116.4",2011
1400,-49.7%,$50.6,$209.8,Fast Five,23.0%,9,APRIL,18,9.4%,$911.0,2011
1401,-44.5%,$52.3,$123.5,Rango,19.7%,9,MARCH,12,6.5%,$627.1,2011
1402,-44.9%,$51.7,$103.0,Just Go With It,18.1%,9,FEBRUARY,11,5.9%,$568.5,2011
1403,-49.3%,$38.5,$98.8,The Green Hornet,28.5%,9,JANUARY,9,3.6%,$346.2,2011
1404,-4.3%,$83.8,$209.4,Mission: Impossible 4,20.8%,10,DECEMBER,12,10.4%,"$1,005.0",2011
1405,-50.4%,$86.2,$281.3,Breaking Dawn Part 1,32.6%,10,NOVEMBER,10,8.9%,$862.3,2011
1406,-46.6%,$44.7,$149.3,Puss in Boots,27.8%,10,OCTOBER,12,5.6%,$536.9,2011
1407,-47.1%,$32.5,$94.2,The Lion King (in 3D),16.1%,10,SEPTEMBER,18,6.1%,$584.2,2011
1408,-48.1%,$48.8,$176.8,Rise of the Planet of the Apes,25.9%,10,AUGUST,14,7.1%,$683.7,2011
1409,-48.4%,$111.3,$381.0,Harry Potter / Deathly Hallows (P2),31.1%,10,JULY,11,12.7%,"$1,224.1",2011
1410,-53.5%,$117.6,$352.4,Transformers 3,30.0%,10,JUNE,10,12.2%,"$1,175.6",2011
1411,-51.2%,$139.6,$254.5,The Hangover Part II,22.8%,10,MAY,8,11.6%,"$1,116.4",2011
1412,-49.7%,$50.6,$209.8,Fast Five,23.0%,10,APRIL,18,9.4%,$911.0,2011
1413,-44.5%,$52.3,$123.5,Rango,19.7%,10,MARCH,12,6.5%,$627.1,2011
1414,-44.9%,$51.7,$103.0,Just Go With It,18.1%,10,FEBRUARY,11,5.9%,$568.5,2011
1415,-49.3%,$38.5,$98.8,The Green Hornet,28.5%,10,JANUARY,9,3.6%,$346.2,2011
1416,-4.3%,$83.8,$209.4,Mission: Impossible 4,20.8%,11,DECEMBER,12,10.4%,"$1,005.0",2011
1417,-50.4%,$86.2,$281.3,Breaking Dawn Part 1,32.6%,11,NOVEMBER,10,8.9%,$862.3,2011
1418,-46.6%,$44.7,$149.3,Puss in Boots,27.8%,11,OCTOBER,12,5.6%,$536.9,2011
1419,-47.1%,$32.5,$94.2,The Lion King (in 3D),16.1%,11,SEPTEMBER,18,6.1%,$584.2,2011
1420,-48.1%,$48.8,$176.8,Rise of the Planet of the Apes,25.9%,11,AUGUST,14,7.1%,$683.7,2011
1421,-48.4%,$111.3,$381.0,Harry Potter / Deathly Hallows (P2),31.1%,11,JULY,11,12.7%,"$1,224.1",2011
1422,-53.5%,$117.6,$352.4,Transformers 3,30.0%,11,JUNE,10,12.2%,"$1,175.6",2011
1423,-51.2%,$139.6,$254.5,The Hangover Part II,22.8%,11,MAY,8,11.6%,"$1,116.4",2011
1424,-49.7%,$50.6,$209.8,Fast Five,23.0%,11,APRIL,18,9.4%,$911.0,2011
1425,-44.5%,$52.3,$123.5,Rango,19.7%,11,MARCH,12,6.5%,$627.1,2011
1426,-44.9%,$51.7,$103.0,Just Go With It,18.1%,11,FEBRUARY,11,5.9%,$568.5,2011
1427,-49.3%,$38.5,$98.8,The Green Hornet,28.5%,11,JANUARY,9,3.6%,$346.2,2011
1428,-4.3%,$83.8,$209.4,Mission: Impossible 4,20.8%,12,DECEMBER,12,10.4%,"$1,005.0",2011
1429,-50.4%,$86.2,$281.3,Breaking Dawn Part 1,32.6%,12,NOVEMBER,10,8.9%,$862.3,2011
1430,-46.6%,$44.7,$149.3,Puss in Boots,27.8%,12,OCTOBER,12,5.6%,$536.9,2011
1431,-47.1%,$32.5,$94.2,The Lion King (in 3D),16.1%,12,SEPTEMBER,18,6.1%,$584.2,2011
1432,-48.1%,$48.8,$176.8,Rise of the Planet of the Apes,25.9%,12,AUGUST,14,7.1%,$683.7,2011
1433,-48.4%,$111.3,$381.0,Harry Potter / Deathly Hallows (P2),31.1%,12,JULY,11,12.7%,"$1,224.1",2011
1434,-53.5%,$117.6,$352.4,Transformers 3,30.0%,12,JUNE,10,12.2%,"$1,175.6",2011
1435,-51.2%,$139.6,$254.5,The Hangover Part II,22.8%,12,MAY,8,11.6%,"$1,116.4",2011
1436,-49.7%,$50.6,$209.8,Fast Five,23.0%,12,APRIL,18,9.4%,$911.0,2011
1437,-44.5%,$52.3,$123.5,Rango,19.7%,12,MARCH,12,6.5%,$627.1,2011
1438,-44.9%,$51.7,$103.0,Just Go With It,18.1%,12,FEBRUARY,11,5.9%,$568.5,2011
1439,-49.3%,$38.5,$98.8,The Green Hornet,28.5%,12,JANUARY,9,3.6%,$346.2,2011
1440,-14.0%,$97.1,$303.0,The Hobbit,28.4%,1,DECEMBER,11,10.0%,"$1,068.4",2012
1441,-45.1%,$124.8,$304.4,Skyfall,22.2%,1,NOVEMBER,11,12.8%,"$1,372.8",2012
1442,-42.1%,$43.0,$139.9,Taken 2,21.7%,1,OCTOBER,15,6.0%,$645.5,2012
1443,-48.6%,$35.4,$148.3,Hotel Transylvania,32.2%,1,SEPTEMBER,13,4.3%,$460.3,2012
1444,-51.1%,$44.2,$113.2,The Bourne Legacy,15.0%,1,AUGUST,17,7.0%,$752.2,2012
1445,-46.1%,$128.9,$448.1,The Dark Knight Rises,43.5%,1,JULY,8,9.7%,"$1,031.3",2012
1446,-50.3%,$94.1,$237.3,Brave,18.0%,1,JUNE,14,12.3%,"$1,317.3",2012
1447,-47.9%,$139.1,$623.4,The Avengers,56.0%,1,MAY,8,10.4%,"$1,112.9",2012
1448,-50.2%,$38.0,$91.5,Think Like a Man,18.5%,1,APRIL,13,4.6%,$493.8,2012
1449,-50.0%,$107.5,$408.0,The Hunger Games,37.9%,1,MARCH,10,10.1%,"$1,075.4",2012
1450,-46.0%,$57.0,$126.4,Safe House,15.8%,1,FEBRUARY,14,7.5%,$797.7,2012
1451,-42.2%,$39.8,$66.5,Contraband,11.9%,1,JANUARY,14,5.2%,$556.8,2012
1452,-14.0%,$97.1,$303.0,The Hobbit,28.4%,2,DECEMBER,11,10.0%,"$1,068.4",2012
1453,-45.1%,$124.8,$304.4,Skyfall,22.2%,2,NOVEMBER,11,12.8%,"$1,372.8",2012
1454,-42.1%,$43.0,$139.9,Taken 2,21.7%,2,OCTOBER,15,6.0%,$645.5,2012
1455,-48.6%,$35.4,$148.3,Hotel Transylvania,32.2%,2,SEPTEMBER,13,4.3%,$460.3,2012
1456,-51.1%,$44.2,$113.2,The Bourne Legacy,15.0%,2,AUGUST,17,7.0%,$752.2,2012
1457,-46.1%,$128.9,$448.1,The Dark Knight Rises,43.5%,2,JULY,8,9.7%,"$1,031.3",2012
1458,-50.3%,$94.1,$237.3,Brave,18.0%,2,JUNE,14,12.3%,"$1,317.3",2012
1459,-47.9%,$139.1,$623.4,The Avengers,56.0%,2,MAY,8,10.4%,"$1,112.9",2012
1460,-50.2%,$38.0,$91.5,Think Like a Man,18.5%,2,APRIL,13,4.6%,$493.8,2012
1461,-50.0%,$107.5,$408.0,The Hunger Games,37.9%,2,MARCH,10,10.1%,"$1,075.4",2012
1462,-46.0%,$57.0,$126.4,Safe House,15.8%,2,FEBRUARY,14,7.5%,$797.7,2012
1463,-42.2%,$39.8,$66.5,Contraband,11.9%,2,JANUARY,14,5.2%,$556.8,2012
1464,-14.0%,$97.1,$303.0,The Hobbit,28.4%,3,DECEMBER,11,10.0%,"$1,068.4",2012
1465,-45.1%,$124.8,$304.4,Skyfall,22.2%,3,NOVEMBER,11,12.8%,"$1,372.8",2012
1466,-42.1%,$43.0,$139.9,Taken 2,21.7%,3,OCTOBER,15,6.0%,$645.5,2012
1467,-48.6%,$35.4,$148.3,Hotel Transylvania,32.2%,3,SEPTEMBER,13,4.3%,$460.3,2012
1468,-51.1%,$44.2,$113.2,The Bourne Legacy,15.0%,3,AUGUST,17,7.0%,$752.2,2012
1469,-46.1%,$128.9,$448.1,The Dark Knight Rises,43.5%,3,JULY,8,9.7%,"$1,031.3",2012
1470,-50.3%,$94.1,$237.3,Brave,18.0%,3,JUNE,14,12.3%,"$1,317.3",2012
1471,-47.9%,$139.1,$623.4,The Avengers,56.0%,3,MAY,8,10.4%,"$1,112.9",2012
1472,-50.2%,$38.0,$91.5,Think Like a Man,18.5%,3,APRIL,13,4.6%,$493.8,2012
1473,-50.0%,$107.5,$408.0,The Hunger Games,37.9%,3,MARCH,10,10.1%,"$1,075.4",2012
1474,-46.0%,$57.0,$126.4,Safe House,15.8%,3,FEBRUARY,14,7.5%,$797.7,2012
1475,-42.2%,$39.8,$66.5,Contraband,11.9%,3,JANUARY,14,5.2%,$556.8,2012
1476,-14.0%,$97.1,$303.0,The Hobbit,28.4%,4,DECEMBER,11,10.0%,"$1,068.4",2012
1477,-45.1%,$124.8,$304.4,Skyfall,22.2%,4,NOVEMBER,11,12.8%,"$1,372.8",2012
1478,-42.1%,$43.0,$139.9,Taken 2,21.7%,4,OCTOBER,15,6.0%,$645.5,2012
1479,-48.6%,$35.4,$148.3,Hotel Transylvania,32.2%,4,SEPTEMBER,13,4.3%,$460.3,2012
1480,-51.1%,$44.2,$113.2,The Bourne Legacy,15.0%,4,AUGUST,17,7.0%,$752.2,2012
1481,-46.1%,$128.9,$448.1,The Dark Knight Rises,43.5%,4,JULY,8,9.7%,"$1,031.3",2012
1482,-50.3%,$94.1,$237.3,Brave,18.0%,4,JUNE,14,12.3%,"$1,317.3",2012
1483,-47.9%,$139.1,$623.4,The Avengers,56.0%,4,MAY,8,10.4%,"$1,112.9",2012
1484,-50.2%,$38.0,$91.5,Think Like a Man,18.5%,4,APRIL,13,4.6%,$493.8,2012
1485,-50.0%,$107.5,$408.0,The Hunger Games,37.9%,4,MARCH,10,10.1%,"$1,075.4",2012
1486,-46.0%,$57.0,$126.4,Safe House,15.8%,4,FEBRUARY,14,7.5%,$797.7,2012
1487,-42.2%,$39.8,$66.5,Contraband,11.9%,4,JANUARY,14,5.2%,$556.8,2012
1488,-14.0%,$97.1,$303.0,The Hobbit,28.4%,5,DECEMBER,11,10.0%,"$1,068.4",2012
1489,-45.1%,$124.8,$304.4,Skyfall,22.2%,5,NOVEMBER,11,12.8%,"$1,372.8",2012
1490,-42.1%,$43.0,$139.9,Taken 2,21.7%,5,OCTOBER,15,6.0%,$645.5,2012
1491,-48.6%,$35.4,$148.3,Hotel Transylvania,32.2%,5,SEPTEMBER,13,4.3%,$460.3,2012
1492,-51.1%,$44.2,$113.2,The Bourne Legacy,15.0%,5,AUGUST,17,7.0%,$752.2,2012
1493,-46.1%,$128.9,$448.1,The Dark Knight Rises,43.5%,5,JULY,8,9.7%,"$1,031.3",2012
1494,-50.3%,$94.1,$237.3,Brave,18.0%,5,JUNE,14,12.3%,"$1,317.3",2012
1495,-47.9%,$139.1,$623.4,The Avengers,56.0%,5,MAY,8,10.4%,"$1,112.9",2012
1496,-50.2%,$38.0,$91.5,Think Like a Man,18.5%,5,APRIL,13,4.6%,$493.8,2012
1497,-50.0%,$107.5,$408.0,The Hunger Games,37.9%,5,MARCH,10,10.1%,"$1,075.4",2012
1498,-46.0%,$57.0,$126.4,Safe House,15.8%,5,FEBRUARY,14,7.5%,$797.7,2012
1499,-42.2%,$39.8,$66.5,Contraband,11.9%,5,JANUARY,14,5.2%,$556.8,2012
1500,-14.0%,$97.1,$303.0,The Hobbit,28.4%,6,DECEMBER,11,10.0%,"$1,068.4",2012
1501,-45.1%,$124.8,$304.4,Skyfall,22.2%,6,NOVEMBER,11,12.8%,"$1,372.8",2012
1502,-42.1%,$43.0,$139.9,Taken 2,21.7%,6,OCTOBER,15,6.0%,$645.5,2012
1503,-48.6%,$35.4,$148.3,Hotel Transylvania,32.2%,6,SEPTEMBER,13,4.3%,$460.3,2012
1504,-51.1%,$44.2,$113.2,The Bourne Legacy,15.0%,6,AUGUST,17,7.0%,$752.2,2012
1505,-46.1%,$128.9,$448.1,The Dark Knight Rises,43.5%,6,JULY,8,9.7%,"$1,031.3",2012
1506,-50.3%,$94.1,$237.3,Brave,18.0%,6,JUNE,14,12.3%,"$1,317.3",2012
1507,-47.9%,$139.1,$623.4,The Avengers,56.0%,6,MAY,8,10.4%,"$1,112.9",2012
1508,-50.2%,$38.0,$91.5,Think Like a Man,18.5%,6,APRIL,13,4.6%,$493.8,2012
1509,-50.0%,$107.5,$408.0,The Hunger Games,37.9%,6,MARCH,10,10.1%,"$1,075.4",2012
1510,-46.0%,$57.0,$126.4,Safe House,15.8%,6,FEBRUARY,14,7.5%,$797.7,2012
1511,-42.2%,$39.8,$66.5,Contraband,11.9%,6,JANUARY,14,5.2%,$556.8,2012
1512,-14.0%,$97.1,$303.0,The Hobbit,28.4%,7,DECEMBER,11,10.0%,"$1,068.4",2012
1513,-45.1%,$124.8,$304.4,Skyfall,22.2%,7,NOVEMBER,11,12.8%,"$1,372.8",2012
1514,-42.1%,$43.0,$139.9,Taken 2,21.7%,7,OCTOBER,15,6.0%,$645.5,2012
1515,-48.6%,$35.4,$148.3,Hotel Transylvania,32.2%,7,SEPTEMBER,13,4.3%,$460.3,2012
1516,-51.1%,$44.2,$113.2,The Bourne Legacy,15.0%,7,AUGUST,17,7.0%,$752.2,2012
1517,-46.1%,$128.9,$448.1,The Dark Knight Rises,43.5%,7,JULY,8,9.7%,"$1,031.3",2012
1518,-50.3%,$94.1,$237.3,Brave,18.0%,7,JUNE,14,12.3%,"$1,317.3",2012
1519,-47.9%,$139.1,$623.4,The Avengers,56.0%,7,MAY,8,10.4%,"$1,112.9",2012
1520,-50.2%,$38.0,$91.5,Think Like a Man,18.5%,7,APRIL,13,4.6%,$493.8,2012
1521,-50.0%,$107.5,$408.0,The Hunger Games,37.9%,7,MARCH,10,10.1%,"$1,075.4",2012
1522,-46.0%,$57.0,$126.4,Safe House,15.8%,7,FEBRUARY,14,7.5%,$797.7,2012
1523,-42.2%,$39.8,$66.5,Contraband,11.9%,7,JANUARY,14,5.2%,$556.8,2012
1524,-14.0%,$97.1,$303.0,The Hobbit,28.4%,8,DECEMBER,11,10.0%,"$1,068.4",2012
1525,-45.1%,$124.8,$304.4,Skyfall,22.2%,8,NOVEMBER,11,12.8%,"$1,372.8",2012
1526,-42.1%,$43.0,$139.9,Taken 2,21.7%,8,OCTOBER,15,6.0%,$645.5,2012
1527,-48.6%,$35.4,$148.3,Hotel Transylvania,32.2%,8,SEPTEMBER,13,4.3%,$460.3,2012
1528,-51.1%,$44.2,$113.2,The Bourne Legacy,15.0%,8,AUGUST,17,7.0%,$752.2,2012
1529,-46.1%,$128.9,$448.1,The Dark Knight Rises,43.5%,8,JULY,8,9.7%,"$1,031.3",2012
1530,-50.3%,$94.1,$237.3,Brave,18.0%,8,JUNE,14,12.3%,"$1,317.3",2012
1531,-47.9%,$139.1,$623.4,The Avengers,56.0%,8,MAY,8,10.4%,"$1,112.9",2012
1532,-50.2%,$38.0,$91.5,Think Like a Man,18.5%,8,APRIL,13,4.6%,$493.8,2012
1533,-50.0%,$107.5,$408.0,The Hunger Games,37.9%,8,MARCH,10,10.1%,"$1,075.4",2012
1534,-46.0%,$57.0,$126.4,Safe House,15.8%,8,FEBRUARY,14,7.5%,$797.7,2012
1535,-42.2%,$39.8,$66.5,Contraband,11.9%,8,JANUARY,14,5.2%,$556.8,2012
1536,-14.0%,$97.1,$303.0,The Hobbit,28.4%,9,DECEMBER,11,10.0%,"$1,068.4",2012
