,month,season,year,rank,movie_title,prodco,total_gross,numtheaters,open_tickets,opentheaters,startdate,enddate
1090,9,Fall,2008,13,Miracle at St. Anna,BV,"$7,919,117","1,185","$3,477,996","1,185",9/26,11/25
1091,9,Fall,2008,14,Proud American,Slow,"$131,357",750,"$96,076",750,9/12,9/21
1092,10,Fall,2008,1,Beverly Hills Chihuahua,BV,"$94,514,402","3,239","$29,300,465","3,215",10/3,2/5
1093,10,Fall,2008,2,High School Musical 3: Senior Year,BV,"$90,559,416","3,626","$42,030,184","3,623",10/24,2/5
1094,10,Fall,2008,3,Saw V,LGF,"$56,746,769","3,084","$30,053,954","3,060",10/24,12/11
1095,10,Fall,2008,4,Max Payne,Fox,"$40,689,393","3,381","$17,639,849","3,376",10/17,1/15
1096,10,Fall,2008,5,Body of Lies,WB,"$39,394,666","2,714","$12,884,416","2,710",10/10,1/15
1097,10,Fall,2008,6,The Secret Life of Bees,FoxS,"$37,770,162","1,630","$10,527,799","1,591",10/17,2/26
1098,10,Fall,2008,7,Changeling,Uni.,"$35,739,802","1,896","$489,015",15,10/31,1/8
1099,10,Fall,2008,8,Quarantine,SGem,"$31,691,811","2,463","$14,211,321","2,461",10/10,11/16
1100,10,Fall,2008,9,Nick and Norah's Infinite Playlist,Sony,"$31,487,293","2,421","$11,311,751","2,421",10/3,11/16
1101,10,Fall,2008,10,Zack and Miri Make a Porno,Wein.,"$31,457,946","2,735","$10,065,630","2,735",10/31,1/29
1102,10,Fall,2008,11,W.,LGF,"$25,534,493","2,050","$10,505,668","2,030",10/17,12/4
1103,10,Fall,2008,12,Appaloosa,WB (NL),"$20,211,394","1,290","$248,847",14,10/3,1/22
1104,10,Fall,2008,13,Pride & Glory,WB (NL),"$15,740,721","2,585","$6,262,396","2,585",10/24,12/11
1105,10,Fall,2008,14,The Duchess,ParV,"$13,848,978","1,207","$190,426",7,10/10,12/11
1106,10,Fall,2008,15,The Haunting of Molly Hartley,Free,"$13,559,812","2,652","$5,423,315","2,652",10/31,2/5
1107,10,Fall,2008,16,The Express,Uni.,"$9,793,406","2,810","$4,562,675","2,808",10/10,11/6
1108,10,Fall,2008,17,Sex Drive,Sum.,"$8,402,485","2,421","$3,607,164","2,421",10/17,12/4
1109,10,Fall,2008,18,City of Ember,Fox,"$7,873,007","2,023","$3,129,473","2,022",10/10,1/15
1110,10,Fall,2008,19,An American Carol,Viv.,"$7,013,191","1,639","$3,656,000","1,639",10/3,11/12
1111,10,Fall,2008,20,RockNRolla,WB,"$5,700,626",826,"$144,701",7,10/31,12/25
1112,10,Fall,2008,21,Flash of Genius,Uni.,"$4,442,377","1,098","$2,251,075","1,098",10/3,10/23
1113,10,Fall,2008,22,Blindness,Mira.,"$3,351,751","1,690","$1,950,260","1,690",10/3,10/16
1114,10,Fall,2008,23,How to Lose Friends and Alienate People,MGM,"$2,778,752","1,750","$1,430,294","1,750",10/3,12/11
1115,11,Winter,2008,1,Twilight,Sum.,"$192,769,854","3,649","$69,637,740","3,419",11/21,4/2
1116,11,Winter,2008,2,Madagascar: Escape 2 Africa,P/DW,"$180,010,950","4,065","$63,106,589","4,056",11/7,2/26
1117,11,Winter,2008,3,Quantum of Solace,Sony,"$168,368,427","3,501","$67,528,882","3,451",11/14,1/25
1118,11,Winter,2008,4,Four Christmases,WB (NL),"$120,146,040","3,540","$31,069,826","3,310",11/26,2/12
1119,11,Winter,2008,5,Bolt,BV,"$114,053,579","3,654","$26,223,128","3,651",11/21,2/22
1120,11,Winter,2008,6,Role Models,Uni.,"$67,294,270","2,798","$19,167,085","2,792",11/7,1/29
1121,11,Winter,2008,7,Australia,Fox,"$49,554,002","2,721","$14,800,723","2,642",11/26,3/26
1122,11,Winter,2008,8,Transporter 3,LGF,"$31,715,062","2,626","$12,063,452","2,626",11/26,1/1
1123,11,Winter,2008,9,Soul Men,MGM/W,"$12,082,391","2,048","$5,401,605","2,044",11/7,2/5
1124,12,Winter,2008,1,Marley and Me,Fox,"$143,153,751","3,505","$36,357,586","3,480",12/25,4/30
1125,12,Winter,2008,2,Slumdog Millionaire,FoxS,"$141,319,928","2,943","$360,018",10,12/26,5/28
1126,12,Winter,2008,3,The Curious Case of Benjamin Button,Par.,"$127,509,326","2,988","$26,853,816","2,988",12/25,4/23
1127,12,Winter,2008,4,Bedtime Stories,BV,"$110,101,975","3,684","$27,450,296","3,681",12/25,3/12
1128,12,Winter,2008,5,Yes Man,WB,"$97,690,976","3,434","$18,262,471","3,434",12/19,4/2
1129,12,Winter,2008,6,Valkyrie,UA,"$83,077,833","2,838","$21,027,007","2,711",12/25,4/16
1130,12,Winter,2008,7,The Day the Earth Stood Still (2008),Fox,"$79,366,978","3,560","$30,480,153","3,560",12/12,4/2
1131,12,Winter,2008,8,Seven Pounds,Sony,"$69,951,824","2,758","$14,851,136","2,758",12/19,1/25
1132,12,Winter,2008,9,The Tale of Despereaux,Uni.,"$50,877,145","3,107","$10,103,675","3,104",12/19,3/5
1133,12,Winter,2008,10,Doubt,Mira.,"$33,446,470","1,287","$507,226",15,12/25,4/9
1134,12,Winter,2008,11,The Spirit,LGF,"$19,806,188","2,509","$6,463,278","2,509",12/25,1/22
1135,12,Winter,2008,12,The Boy in the Striped Pajamas,Mira.,"$9,046,156",679,"$253,085",17,12/5,1/22
1136,12,Winter,2008,13,Cadillac Records,Sony,"$8,195,551",701,"$3,445,559",687,12/5,1/8
1137,12,Winter,2008,14,Punisher: War Zone,LGF,"$8,050,977","2,508","$4,271,451","2,508",12/5,12/24
1138,12,Winter,2008,15,Nothing Like the Holidays,Over.,"$7,503,736","1,671","$3,531,664","1,671",12/12,1/29
1139,12,Winter,2008,16,Delgo,Free,"$694,782","2,160","$511,920","2,160",12/12,12/18
1140,12,Winter,2008,17,Nobel Son,Free,"$540,382",893,"$333,912",893,12/5,12/24
1141,1,Winter,2009,1,Gran Torino,WB,"$148,095,302","3,045","$271,720",6,1/9,6/18
1142,1,Winter,2009,2,Paul Blart: Mall Cop,Sony,"$146,336,178","3,206","$31,832,636","3,144",1/16,5/25
1143,1,Winter,2009,3,Taken,Fox,"$145,000,989","3,184","$24,717,037","3,183",1/30,7/5
1144,1,Winter,2009,4,Hotel for Dogs,P/DW,"$73,034,460","3,271","$17,012,212","3,271",1/16,5/28
1145,1,Winter,2009,5,Bride Wars,Fox,"$58,715,510","3,228","$21,058,173","3,226",1/9,5/10
1146,1,Winter,2009,6,My Bloody Valentine 3-D,LGF,"$51,545,952","2,534","$21,241,456","2,534",1/16,3/12
1147,1,Winter,2009,7,Underworld: Rise of the Lycans,SGem,"$45,802,315","2,942","$20,828,511","2,942",1/23,3/1
1148,1,Winter,2009,8,The Unborn (2009),Uni.,"$42,670,410","2,359","$19,810,585","2,357",1/9,3/5
1149,1,Winter,2009,9,Notorious (2009),FoxS,"$36,843,682","1,641","$20,497,596","1,638",1/16,4/2
1150,1,Winter,2009,10,The Reader,Wein.,"$34,194,407","1,203","$168,051",8,1/30,5/13
1151,1,Winter,2009,11,Milk,Focus,"$31,841,299",882,"$1,453,844",36,1/30,4/16
1152,1,Winter,2009,12,Defiance,ParV,"$28,644,813","1,793","$123,513",2,1/16,4/30
1153,1,Winter,2009,13,The Uninvited,P/DW,"$28,596,818","2,344","$10,325,824","2,344",1/30,4/2
1154,1,Winter,2009,14,The Wrestler,FoxS,"$26,238,243",776,"$202,714",4,1/30,5/14
1155,1,Winter,2009,15,Revolutionary Road,ParV,"$22,911,480","1,077","$189,911",3,1/23,4/2
1156,1,Winter,2009,16,Frost/Nixon,Uni.,"$18,622,031","1,105","$180,708",3,1/23,3/26
1157,1,Winter,2009,17,Inkheart,WB (NL),"$17,303,424","2,655","$7,601,379","2,655",1/23,4/9
1158,1,Winter,2009,18,New in Town,LGF,"$16,734,283","1,941","$6,741,530","1,941",1/30,3/26
1159,1,Winter,2009,19,Last Chance Harvey,Over.,"$14,889,042","1,108","$97,260",6,1/16,4/23
1160,1,Winter,2009,20,Not Easily Broken,SGem,"$10,572,742",725,"$5,314,278",724,1/9,2/8
1161,2,Spring,2009,1,He's Just Not That Into You,WB (NL),"$93,953,653","3,175","$27,785,487","3,175",2/6,6/18
1162,2,Spring,2009,2,Tyler Perry's Madea Goes to Jail,LGF,"$90,508,336","2,203","$41,030,947","2,032",2/20,4/23
1163,2,Spring,2009,3,Coraline,Focus,"$75,286,229","2,320","$16,849,640","2,299",2/6,7/2
1164,2,Spring,2009,4,Friday the 13th (2009),WB (NL),"$65,002,019","3,105","$40,570,365","3,105",2/13,4/23
1165,2,Spring,2009,5,Confessions of a Shopaholic,BV,"$44,277,350","2,534","$15,066,360","2,507",2/13,5/28
1166,2,Spring,2009,6,The Pink Panther 2,Sony,"$35,922,978","3,245","$11,588,150","3,243",2/6,3/22
1167,2,Spring,2009,7,Push,Sum.,"$31,811,527","2,313","$10,079,109","2,313",2/6,5/14
1168,2,Spring,2009,8,The International,Sony,"$25,450,527","2,364","$9,331,739","2,364",2/13,3/22
1169,2,Spring,2009,9,Jonas Brothers: The 3D Concert Experience,BV,"$19,162,740","1,276","$12,510,374","1,271",2/27,4/2
1170,2,Spring,2009,10,Fired Up,SGem,"$17,231,291","1,811","$5,483,778","1,810",2/20,4/5
1171,2,Spring,2009,11,Street Fighter: The Legend of Chun-Li,Fox,"$8,742,261","1,164","$4,721,110","1,136",2/27,5/10
1172,3,Spring,2009,1,Monsters Vs. Aliens,P/DW,"$198,351,526","4,136","$59,321,095","4,104",3/27,8/27
1173,3,Spring,2009,2,Watchmen,WB,"$107,509,799","3,611","$55,214,334","3,611",3/6,5/28
1174,3,Spring,2009,3,Knowing,Sum.,"$79,957,634","3,337","$24,604,751","3,332",3/20,7/9
1175,3,Spring,2009,4,"I Love You, Man",P/DW,"$71,440,011","2,829","$17,810,270","2,711",3/20,6/4
1176,3,Spring,2009,5,Race to Witch Mountain,BV,"$67,172,594","3,268","$24,402,214","3,187",3/13,7/9
1177,3,Spring,2009,6,The Haunting in Connecticut,LGF,"$55,389,516","2,732","$23,004,765","2,732",3/27,5/14
1178,3,Spring,2009,7,Duplicity,Uni.,"$40,572,825","2,579","$13,965,110","2,574",3/20,5/28
1179,3,Spring,2009,8,The Last House on the Left (2009),Uni.,"$32,752,215","2,402","$14,118,685","2,401",3/13,5/14
1180,3,Spring,2009,9,12 Rounds,Fox,"$12,234,694","2,331","$5,329,240","2,331",3/27,6/11
1181,3,Spring,2009,10,Miss March,FoxS,"$4,543,320","1,742","$2,409,156","1,742",3/13,4/30
1182,4,Spring,2009,1,Fast and Furious,Uni.,"$155,064,265","3,674","$70,950,500","3,461",4/3,7/2
1183,4,Spring,2009,2,Hannah Montana The Movie,BV,"$79,576,189","3,231","$32,324,487","3,118",4/10,8/13
1184,4,Spring,2009,3,Obsessed,SGem,"$68,261,644","2,634","$28,612,730","2,514",4/24,6/14
1185,4,Spring,2009,4,17 Again,WB (NL),"$64,167,069","3,255","$23,722,310","3,255",4/17,8/6
1186,4,Spring,2009,5,State of Play,Uni.,"$37,017,955","2,807","$14,071,280","2,803",4/17,6/18
1187,4,Spring,2009,6,Earth (2009),BV,"$32,011,576","1,804","$8,825,760","1,804",4/22,7/30
1188,4,Spring,2009,7,The Soloist,P/DW,"$31,720,158","2,090","$9,716,458","2,024",4/24,7/9
1189,4,Spring,2009,8,Observe and Report,WB,"$24,007,324","2,727","$11,017,334","2,727",4/10,6/18
1190,4,Spring,2009,9,Fighting,Uni.,"$23,091,010","2,312","$11,024,370","2,309",4/24,6/11
1191,4,Spring,2009,10,Adventureland,Mira.,"$16,044,025","1,876","$5,722,039","1,862",4/3,5/28
1192,4,Spring,2009,11,Crank: High Voltage,LGF,"$13,684,249","2,223","$6,963,565","2,223",4/17,5/14
1193,4,Spring,2009,12,Sunshine Cleaning,Over.,"$12,062,558",642,"$219,190",4,4/17,7/9
1194,4,Spring,2009,13,Dragonball Evolution,Fox,"$9,362,785","2,181","$4,756,488","2,181",4/10,6/4
1195,5,Summer,2009,1,Up,BV,"$293,004,164","3,886","$68,108,790","3,766",5/29,11/5
1196,5,Summer,2009,2,Star Trek,Par.,"$257,730,019","4,053","$75,204,289","3,849",5/8,10/1
1197,5,Summer,2009,3,X-Men Origins: Wolverine,Fox,"$179,883,157","4,102","$85,058,003","4,099",5/1,10/1
1198,5,Summer,2009,4,Night at the Museum: Battle of the Smithsonian,Fox,"$177,243,721","4,101","$54,173,286","4,096",5/22,11/1
1199,5,Summer,2009,5,Angels & Demons,Sony,"$133,375,846","3,527","$46,204,168","3,527",5/15,8/2
1200,5,Summer,2009,6,Terminator Salvation,WB,"$125,322,469","3,602","$42,558,390","3,530",5/21,9/10
1201,5,Summer,2009,7,Ghosts of Girlfriends Past,WB (NL),"$55,250,026","3,175","$15,411,434","3,175",5/1,8/13
1202,5,Summer,2009,8,Drag Me to Hell,Uni.,"$42,100,625","2,510","$15,825,480","2,508",5/29,8/6
1203,5,Summer,2009,9,Dance Flick,Par.,"$25,662,155","2,459","$10,643,536","2,450",5/22,7/23
1204,5,Summer,2009,10,Next Day Air,Sum.,"$10,027,047","1,139","$4,111,043","1,138",5/8,7/2
1205,5,Summer,2009,11,Battle for Terra,LGF,"$1,647,083","1,159","$1,082,064","1,159",5/1,9/7
1206,6,Summer,2009,1,Transformers: Revenge of the Fallen,P/DW,"$402,111,870","4,293","$108,966,307","4,234",6/24,10/15
1207,6,Summer,2009,2,The Hangover,WB,"$277,322,503","3,545","$44,979,319","3,269",6/5,12/17
1208,6,Summer,2009,3,The Proposal,BV,"$163,958,031","3,158","$33,627,598","3,056",6/19,11/5
1209,6,Summer,2009,4,The Taking of Pelham 1 2 3,Sony,"$65,452,312","3,077","$23,373,102","3,074",6/12,8/23
1210,6,Summer,2009,5,Land of the Lost,Uni.,"$49,438,370","3,534","$18,837,350","3,521",6/5,8/13
1211,6,Summer,2009,6,My Sister's Keeper,WB (NL),"$49,200,230","2,606","$12,442,212","2,606",6/26,10/8
1212,6,Summer,2009,7,Year One,Sony,"$43,337,279","3,024","$19,610,304","3,022",6/19,8/16
1213,6,Summer,2009,8,Imagine That,Par.,"$16,123,323","3,011","$5,503,519","3,008",6/12,8/20
1214,6,Summer,2009,9,My Life in Ruins,FoxS,"$8,665,206","1,165","$3,223,161","1,164",6/5,9/3
1215,7,Summer,2009,1,Harry Potter and the Half-Blood Prince,WB,"$301,959,197","4,455","$77,835,727","4,325",7/15,12/17
1216,7,Summer,2009,2,Ice Age: Dawn of the Dinosaurs,Fox,"$196,573,705","4,102","$41,690,382","4,099",7/1,11/22
1217,7,Summer,2009,3,G-Force,BV,"$119,436,770","3,697","$31,706,934","3,697",7/24,12/3
1218,7,Summer,2009,4,Public Enemies,Uni.,"$97,104,620","3,336","$25,271,675","3,334",7/1,9/3
1219,7,Summer,2009,5,The Ugly Truth,Sony,"$88,915,214","2,975","$27,605,576","2,882",7/24,10/4
1220,7,Summer,2009,6,Bruno,Uni.,"$60,054,530","2,759","$30,619,130","2,756",7/10,8/20
1221,7,Summer,2009,7,Funny People,Uni.,"$51,855,045","3,008","$22,657,780","3,007",7/31,9/17
1222,7,Summer,2009,8,Orphan,WB,"$41,596,251","2,750","$12,871,483","2,750",7/24,10/8
1223,7,Summer,2009,9,Aliens in the Attic,Fox,"$25,200,412","3,108","$8,008,423","3,106",7/31,11/22
1224,7,Summer,2009,10,I Love You Beth Cooper,Fox,"$14,800,725","1,872","$4,919,433","1,858",7/10,10/1
1225,7,Summer,2009,11,The Collector,Free,"$7,712,114","1,325","$3,576,296","1,325",7/31,9/24
1226,8,Fall,2009,1,G.I. Joe: The Rise of Cobra,Par.,"$150,201,498","4,007","$54,713,046","4,007",8/7,11/5
1227,8,Fall,2009,2,Inglourious Basterds,Wein.,"$120,540,719","3,358","$38,054,676","3,165",8/21,12/17
1228,8,Fall,2009,3,District 9,TriS,"$115,646,235","3,180","$37,354,308","3,049",8/14,11/1
1229,8,Fall,2009,4,Julie & Julia,Sony,"$94,125,426","2,528","$20,027,956","2,354",8/7,11/29
1230,8,Fall,2009,5,The Final Destination,WB (NL),"$66,477,700","3,121","$27,408,309","3,121",8/28,11/26
1231,8,Fall,2009,6,The Time Traveler's Wife,WB (NL),"$63,414,846","2,988","$18,623,171","2,988",8/14,12/3
1232,8,Fall,2009,7,Halloween II (2009),W/Dim.,"$33,392,973","3,088","$16,349,565","3,025",8/28,11/24
1233,8,Fall,2009,8,(500) Days of Summer,FoxS,"$32,391,374","1,048","$834,501",27,8/7,11/22
1234,8,Fall,2009,9,Shorts,WB,"$20,919,166","3,105","$6,410,339","3,105",8/21,12/17
1235,8,Fall,2009,10,A Perfect Getaway,Uni.,"$15,515,460","2,159","$5,948,555","2,159",8/7,9/17
1236,8,Fall,2009,11,"The Goods: Live Hard, Sell Hard",ParV,"$15,122,676","1,849","$5,642,137","1,838",8/14,10/1
1237,8,Fall,2009,12,Ponyo,BV,"$15,090,399",927,"$3,585,852",927,8/14,11/5
1238,8,Fall,2009,13,Taking Woodstock,Focus,"$7,460,204","1,395","$3,457,760","1,393",8/28,10/1
1239,8,Fall,2009,14,Post Grad,Fox,"$6,380,019","1,959","$2,651,996","1,959",8/21,10/15
1240,8,Fall,2009,15,Bandslam,Sum.,"$5,210,988","2,121","$2,231,273","2,121",8/14,9/24
1241,8,Fall,2009,16,X Games 3D The Movie,BV,"$1,391,434","1,399","$837,216","1,399",8/21,9/3
1242,9,Fall,2009,1,Cloudy with a Chance of Meatballs,Sony,"$124,870,275","3,119","$30,304,648","3,119",9/18,1/28
1243,9,Fall,2009,2,Tyler Perry's I Can Do Bad All By Myself,LGF,"$51,733,921","2,255","$23,446,785","2,255",9/11,10/29
1244,9,Fall,2009,3,Surrogates,BV,"$38,577,772","2,992","$14,902,692","2,951",9/25,12/3
1245,9,Fall,2009,4,All About Steve,Fox,"$33,862,903","2,265","$11,241,214","2,251",9/4,12/10
1246,9,Fall,2009,5,The Informant!,WB,"$33,316,821","2,505","$10,464,314","2,505",9/18,12/17
1247,9,Fall,2009,6,9,Focus,"$31,749,894","2,060","$10,740,446","1,661",9/9,12/3
1248,9,Fall,2009,7,Love Happens,Uni.,"$22,965,110","1,922","$8,057,010","1,898",9/18,11/5
1249,9,Fall,2009,8,Fame (2009),MGM,"$22,455,510","3,133","$10,011,682","3,096",9/25,12/10
1250,9,Fall,2009,9,Gamer,LGF,"$20,534,907","2,502","$9,156,057","2,502",9/4,10/8
1251,9,Fall,2009,10,Jennifer's Body,Fox,"$16,204,793","2,738","$6,868,397","2,702",9/18,11/22
1252,9,Fall,2009,11,Sorority Row,Sum.,"$11,965,282","2,665","$5,059,802","2,665",9/11,11/5
1253,9,Fall,2009,12,Extract,Mira.,"$10,823,158","1,614","$4,340,108","1,611",9/4,10/15
1254,9,Fall,2009,13,Pandorum,Over.,"$10,330,853","2,506","$4,424,126","2,506",9/25,11/19
1255,9,Fall,2009,14,Whiteout,WB,"$10,275,638","2,745","$4,915,104","2,745",9/11,12/17
1256,10,Fall,2009,1,Couples Retreat,Uni.,"$109,204,945","3,074","$34,286,740","3,000",10/9,2/4
1257,10,Fall,2009,2,Paranormal Activity,Par.,"$107,918,810","2,712","$77,873",12,10/16,1/21
1258,10,Fall,2009,3,Where the Wild Things Are,WB,"$77,233,467","3,735","$32,695,407","3,735",10/16,2/11
1259,10,Fall,2009,4,Zombieland,Sony,"$75,590,286","3,171","$24,733,155","3,036",10/2,12/13
1260,10,Fall,2009,5,Law Abiding Citizen,Over.,"$73,357,727","2,890","$21,039,502","2,890",10/16,2/4
1261,10,Fall,2009,6,Michael Jackson's This Is It,Sony,"$72,091,016","3,481","$23,234,394","3,481",10/28,12/3
1262,10,Fall,2009,7,Toy Story / Toy Story 2 (3D),BV,"$30,702,446","1,752","$12,491,789","1,745",10/2,11/5
1263,10,Fall,2009,8,The Stepfather (2009),SGem,"$29,062,561","2,734","$11,581,586","2,734",10/16,11/22
1264,10,Fall,2009,9,Saw VI,LGF,"$27,693,292","3,036","$14,118,444","3,036",10/23,11/24
1265,10,Fall,2009,10,Astro Boy,Sum.,"$19,551,067","3,020","$6,702,923","3,014",10/23,1/21
1266,10,Fall,2009,11,The Invention of Lying,WB,"$18,451,251","1,743","$7,027,472","1,707",10/2,12/17
1267,10,Fall,2009,12,Capitalism: A Love Story,Over.,"$14,363,397",995,"$231,964",4,10/2,12/17
1268,10,Fall,2009,13,Amelia,FoxS,"$14,245,415","1,070","$3,904,047",820,10/23,1/14
1269,10,Fall,2009,14,Cirque du Freak: The Vampire's Assistant,Uni.,"$13,869,515","2,754","$6,293,205","2,754",10/23,11/26
1270,10,Fall,2009,15,Whip It,FoxS,"$13,043,363","1,738","$4,650,812","1,721",10/2,12/10
1271,10,Fall,2009,16,I Hope They Serve Beer in Hell,Free,"$1,429,299",266,"$366,909",120,10/16,11/12
1272,11,Winter,2009,1,The Twilight Saga: New Moon,Sum.,"$296,623,634","4,124","$142,839,137","4,024",11/20,4/1
1273,11,Winter,2009,2,The Blind Side,WB,"$255,959,475","3,407","$34,119,372","3,110",11/20,6/3
1274,11,Winter,2009,3,2012,Sony,"$166,112,167","3,444","$65,237,614","3,404",11/13,2/25
1275,11,Winter,2009,4,A Christmas Carol (2009),BV,"$137,855,863","3,683","$30,051,075","3,683",11/6,2/4
1276,11,Winter,2009,5,Old Dogs,BV,"$49,492,060","3,425","$16,894,511","3,425",11/25,4/1
1277,11,Winter,2009,6,"Precious: Based on the Novel ""Push"" by Sapphire",LGF,"$47,566,524","1,003","$1,872,458",18,11/20,3/18
1278,11,Winter,2009,7,Planet 51,Sony,"$42,194,060","3,035","$12,286,129","3,035",11/20,3/14
1279,11,Winter,2009,8,Ninja Assassin,WB,"$38,122,883","2,503","$13,316,158","2,503",11/25,2/11
1280,11,Winter,2009,9,The Men Who Stare at Goats,Over.,"$32,428,195","2,453","$12,706,654","2,443",11/6,2/4
1281,11,Winter,2009,10,The Fourth Kind,Uni.,"$25,486,040","2,530","$12,231,160","2,527",11/6,1/7
1282,11,Winter,2009,11,Fantastic Mr. Fox,Fox,"$21,002,919","2,304","$265,900",4,11/25,4/8
1283,11,Winter,2009,12,The Box,WB,"$15,051,977","2,635","$7,571,417","2,635",11/6,1/7
1284,11,Winter,2009,13,Pirate Radio,Focus,"$8,017,917",883,"$2,904,380",882,11/13,1/7
1285,12,Winter,2009,1,Avatar,Fox,"$749,766,139","3,461","$77,025,481","3,452",12/18,8/12
1286,12,Winter,2009,2,Alvin and the Chipmunks: The Squeakquel,Fox,"$219,614,612","3,747","$48,875,415","3,700",12/23,5/20
1287,12,Winter,2009,3,Sherlock Holmes,WB,"$209,028,679","3,626","$62,304,277","3,626",12/25,4/29
1288,12,Winter,2009,4,It's Complicated,Uni.,"$112,735,375","2,955","$22,100,820","2,887",12/25,4/1
1289,12,Winter,2009,5,The Princess and the Frog,BV,"$104,400,899","3,475","$786,190",2,12/11,4/1
1290,12,Winter,2009,6,Up in the Air,Par.,"$83,823,381","2,218","$1,181,450",15,12/23,4/8
1291,12,Winter,2009,7,Invictus,WB,"$37,491,364","2,170","$8,611,147","2,125",12/11,3/25
1292,12,Winter,2009,8,Did You Hear About the Morgans?,Sony,"$29,580,087","2,718","$6,616,571","2,718",12/18,1/24
1293,12,Winter,2009,9,Brothers,LGF,"$28,544,157","2,088","$9,527,848","2,088",12/4,1/21
1294,12,Winter,2009,10,Nine,Wein.,"$19,676,965","1,412","$257,232",4,12/25,3/18
1295,12,Winter,2009,11,Armored,SGem,"$15,988,876","1,919","$6,511,128","1,915",12/4,1/10
1296,12,Winter,2009,12,Everybody's Fine,Mira.,"$9,208,876","2,141","$3,852,068","2,133",12/4,12/24
1297,12,Winter,2009,13,Transylmania,FullC,"$397,641","1,007","$263,941","1,007",12/4,12/17
1298,1,Winter,2010,1,The Book of Eli,WB,"$94,835,059","3,111","$32,789,494","3,111",1/15,5/13
1299,1,Winter,2010,2,Tooth Fairy,Fox,"$60,022,256","3,345","$14,010,409","3,344",1/22,6/24
1300,1,Winter,2010,3,The Lovely Bones,P/DW,"$44,114,232","2,638","$116,616",3,1/15,3/18
1301,1,Winter,2010,4,Edge of Darkness,WB,"$43,313,890","3,066","$17,214,384","3,066",1/29,4/8
1302,1,Winter,2010,5,Legion (2010),SGem,"$40,168,080","2,476","$17,501,625","2,476",1/22,3/21
1303,1,Winter,2010,6,When in Rome,BV,"$32,680,633","2,456","$12,350,041","2,456",1/29,4/15
1304,1,Winter,2010,7,Daybreakers,LGF,"$30,101,577","2,523","$15,146,692","2,523",1/8,2/11
1305,1,Winter,2010,8,Leap Year,Uni.,"$25,918,920","2,512","$9,202,815","2,511",1/8,3/4
1306,1,Winter,2010,9,The Spy Next Door,LGF,"$24,307,086","2,924","$9,726,056","2,924",1/15,3/4
1307,1,Winter,2010,10,Youth in Revolt,W/Dim.,"$15,281,286","1,873","$6,888,334","1,873",1/8,3/25
1308,1,Winter,2010,11,Extraordinary Measures,CBS,"$12,068,313","2,549","$6,012,594","2,549",1/22,2/11
1309,1,Winter,2010,12,The Imaginarium of Doctor Parnassus,SPC,"$7,689,607",607,"$415,233",48,1/8,5/27
1310,2,Spring,2010,1,Shutter Island,Par.,"$128,012,934","3,356","$41,062,440","2,991",2/19,6/10
1311,2,Spring,2010,2,Valentine's Day,WB (NL),"$110,485,654","3,665","$56,260,707","3,665",2/12,5/6
1312,2,Spring,2010,3,Percy Jackson & The Olympians: The Lightning Thief,Fox,"$88,768,303","3,396","$31,236,067","3,356",2/12,7/1
1313,2,Spring,2010,4,Dear John,SGem,"$80,014,842","3,062","$30,468,614","2,969",2/5,4/29
1314,2,Spring,2010,5,The Wolfman,Uni.,"$61,979,680","3,223","$31,479,235","3,222",2/12,4/1
1315,2,Spring,2010,6,Cop Out,WB,"$44,875,481","3,150","$18,211,126","3,150",2/26,5/20
1316,2,Spring,2010,7,Crazy Heart,FoxS,"$39,464,306","1,361","$82,664",4,2/5,6/3
1317,2,Spring,2010,8,The Crazies,Over.,"$39,123,589","2,479","$16,067,552","2,476",2/26,5/20
1318,2,Spring,2010,9,From Paris with Love,LGF,"$24,077,427","2,722","$8,158,860","2,722",2/5,3/11
1319,2,Spring,2010,10,An Education,SPC,"$12,574,914",763,"$159,017",4,2/5,5/6
1320,3,Spring,2010,1,Alice in Wonderland (2010),BV,"$334,191,110","3,739","$116,101,023","3,728",3/5,7/8
1321,3,Spring,2010,2,How to Train Your Dragon,P/DW,"$217,581,231","4,060","$43,732,319","4,055",3/26,7/22
1322,3,Spring,2010,3,The Bounty Hunter,Sony,"$67,061,228","3,118","$20,686,423","3,074",3/19,7/8
1323,3,Spring,2010,4,Diary of a Wimpy Kid,Fox,"$64,003,625","3,083","$22,126,166","3,077",3/19,8/19
1324,3,Spring,2010,5,The Last Song,BV,"$62,950,384","2,794","$16,007,426","2,673",3/31,7/15
1325,3,Spring,2010,6,Hot Tub Time Machine,MGM,"$50,287,556","2,771","$14,020,502","2,754",3/26,6/10
1326,3,Spring,2010,7,Green Zone,Uni.,"$35,053,660","3,004","$14,309,295","3,003",3/12,5/6
1327,3,Spring,2010,8,She's Out of My League,Par.,"$32,010,860","2,958","$9,775,278","2,956",3/12,5/20
1328,3,Spring,2010,9,Brooklyn's Finest,Over.,"$27,163,593","1,939","$13,350,299","1,936",3/5,5/20
1329,3,Spring,2010,10,Our Family Wedding,FoxS,"$20,255,281","1,609","$7,629,862","1,605",3/12,6/17
1330,3,Spring,2010,11,Remember Me,Sum.,"$19,068,240","2,215","$8,089,139","2,212",3/12,5/13
1331,3,Spring,2010,12,The Ghost Writer,Sum.,"$15,541,549",819,"$183,009",4,3/19,6/17
